,Datetime,Subjectivity,Polarity,nor_sub,std_polar
0,2020-03-01,0.4002500868271605,0.11148607992592592,1.0,0.7198978373785931
1,2020-03-02,0.3740602327225433,0.07620830516763011,0.7283550357833631,-0.169723968542711
2,2020-03-03,0.3566948412171254,0.06666069106727827,0.548238677163958,-0.4020731154512383
3,2020-03-04,0.3508248177182837,0.08935461355970149,0.4873539422996829,0.1569859786752287
4,2020-03-05,0.3683880654512194,0.09408060097804873,0.6695224943994109,0.2771910440716432
5,2020-03-06,0.3121719649358977,0.051537261516025584,0.08644094870301068,-0.770114378706242
6,2020-03-07,0.3904199659690722,0.11140757598969063,0.8980405611243993,0.7179010968133507
7,2020-03-08,0.35896004690454536,0.06422058245454544,0.5717337190013249,-0.46145519233175775
8,2020-03-09,0.3835117281184212,0.09446232769407893,0.8263873164654586,0.2869002287990153
9,2020-03-10,0.3507753619858655,0.09155483025441698,0.486840980272121,0.21294829263480552
10,2020-03-11,0.339175558550914,0.04874880055613578,0.36652613711108567,-0.8379739003006741
11,2020-03-12,0.341476604087644,0.06335886056178157,0.39039291506215773,-0.4824259128229335
12,2020-03-13,0.3495151963530166,0.07373897860077018,0.4737703596082995,-0.22981708868958875
13,2020-03-14,0.3366551926748467,0.06303593626748462,0.34038453679967223,-0.4902845446766413
14,2020-03-15,0.3508209501335925,0.08869884331387816,0.4873138271504782,0.14030652138801825
15,2020-03-16,0.3525432952843136,0.08047185840958604,0.505178240788195,-0.065966846799485
16,2020-03-17,0.3351298812676584,0.0936194531747212,0.32456378571912886,0.2654617911241642
17,2020-03-18,0.3342903341904388,0.07350118069435742,0.31585588170261514,-0.23560409894271608
18,2020-03-19,0.3510091053560976,0.09668082254363136,0.4892654004001955,0.3433274459847351
19,2020-03-20,0.34270097209536576,0.08253709750436544,0.40309223756762114,-0.015707532085827855
20,2020-03-21,0.3744537369234392,0.12249858835920285,0.7324365184118828,1.0
21,2020-03-22,0.3467461480349756,0.11764460605189922,0.44504938895059093,1.0
22,2020-03-23,0.3598638204948293,0.08866137588262663,0.5811077897239768,0.2259381884059885
23,2020-03-24,0.3587440707392066,0.09932686059559467,0.5694935828985908,0.6657657494073386
24,2020-03-25,0.3567907860522202,0.09510840422328927,0.5492338309052498,0.49180334382011426
25,2020-03-26,0.3541388519668507,0.08036299755303859,0.5217275860499919,-0.06861606647726803
26,2020-03-27,0.34641875098411873,0.09337608272357333,0.44165357926759724,0.42036517100422227
27,2020-03-28,0.3590173107348446,0.0840966881374364,0.5723276677522575,0.03769775379558038
28,2020-03-29,0.3678008181118993,0.07879959163755458,0.6634314798470313,-0.10666285250322075
29,2020-03-30,0.32453177694439433,0.06403346401001925,0.21463871098762402,-0.46600887563939264
30,2020-04-01,0.359938168221448,0.08222147166504165,0.5818789351246441,-0.02338854995462382
31,2020-04-02,0.3580052761097979,0.0790679367449618,0.5618306978795483,-0.1001324506533127
32,2020-04-03,0.3687027333489261,0.09238118091180972,0.6727862754602454,0.37933700875185355
33,2020-04-04,0.3577826239017333,0.09585170854252674,0.5595213168936577,0.5224560271824071
34,2020-04-05,0.3327389436019124,0.10658310291870912,0.2997646335718369,0.965001597463048
35,2020-04-06,0.3236374252731445,0.07700672629533277,0.2053623657753411,-0.1502937249294274
36,2020-04-07,0.3385943129137443,0.0969490952384291,0.3604973730836371,0.5677105024288253
37,2020-04-08,0.3557658629785098,0.08650185790830944,0.5386031801742182,0.13688311504137793
38,2020-04-09,0.34034399862193226,0.09267112848542944,0.3786453669476917,0.3912939837563147
39,2020-04-10,0.3702114355862076,0.09457518155172402,0.6884347538222398,0.4698140921905086
40,2020-04-11,0.341802700303668,0.0939309020757667,0.39377523229764766,0.4432450352615731
41,2020-04-12,0.3512805050359657,0.08847129123413262,0.4920803972318572,0.21809940099211114
42,2020-04-13,0.3593056573597382,0.10174684850654077,0.5753184407549752,0.7655621870910388
43,2020-04-14,0.31578651054530593,0.09011040541902413,0.1239315398611338,0.28569385295986627
44,2020-04-15,0.3434224391259445,0.08264521560201507,0.41057539821915345,-0.013076388064900326
45,2020-04-16,0.3561926872363754,0.09588048757583728,0.5430302632649274,0.5236428285673983
46,2020-04-17,0.35395198476923084,0.0973523181294033,0.5197893723811439,0.5843387706650979
47,2020-04-18,0.3498490784356991,0.09141411756640896,0.47723343298169735,0.33945686040526674
48,2020-04-19,0.3537968697431025,0.05482114717945747,0.5181804968389669,-0.6901982840229195
49,2020-04-20,0.3513120575492606,0.07870996485303777,0.49240766447476353,-0.10884399500686125
50,2020-04-21,0.35351201587702763,0.08413445685397097,0.5152259512371558,0.039255275363761485
51,2020-04-22,0.3673571942495963,0.09403202666882066,0.6588301488232093,0.4474152520231328
52,2020-04-23,0.35018566331569306,0.10743178763138682,0.4807245401607058,1.0
53,2020-04-24,0.35196393672719817,0.09665081636976157,0.49916904982868976,0.6959868407480503
54,2020-04-25,0.35185643232495983,0.08597749131361418,0.49805399858088556,0.14443168964886924
55,2020-04-26,0.3558444811803973,0.08802444656321015,0.5394186195635783,0.2502102268942899
56,2020-04-27,0.35098791465454626,0.07788969805844141,0.4890456073711225,-0.12880587113200057
57,2020-04-28,0.3629981273423537,0.095680201466331,0.6136172748107849,0.6458293081230667
58,2020-04-29,0.3575478219074213,0.070822798263869,0.5570859165631289,-0.30078476777555446
59,2020-05-01,0.3249698135008814,0.08012230141975316,0.21918208966538177,-0.07447360749696547
60,2020-05-02,0.3489943430179686,0.09784127481640614,0.46836799329514467,0.7575050166643893
61,2020-05-03,0.34468359705973584,0.09447374209930193,0.4236563111722301,0.5834842680370365
62,2020-05-04,0.3661442596723123,0.07885853290942549,0.6462494155160564,-0.10522846752567916
63,2020-05-05,0.3523170206527557,0.0844371129716536,0.5028312875005919,0.06483103992813039
64,2020-05-06,0.3648948817597912,0.09073021760052227,0.6332906866516592,0.3900337538152587
65,2020-05-07,0.35634441807421136,0.07768012285807054,0.5446040375154391,-0.13390605831044572
66,2020-05-08,0.358425076181818,0.06997486012440192,0.5661849250961843,-0.3214200491417254
67,2020-05-09,0.3531287046918236,0.08407997804297694,0.5112501920453463,0.04637572178567416
68,2020-05-10,0.3756792378971771,0.10253387496068546,0.7451475922051424,1.0
69,2020-05-11,0.3486002310087409,0.08242899931905592,0.4642802063904769,-0.0183381915233622
70,2020-05-12,0.3260097893717378,0.09493362060534673,0.22996887019101867,0.6972649947664764
71,2020-05-13,0.35535811890555563,0.10003564293111114,0.5343739995279747,1.0
72,2020-05-14,0.3497209206890845,0.0913189990826902,0.4759041622513546,0.5520726113021394
73,2020-05-15,0.3652610012495044,0.0854199690930693,0.6370881310850983,0.15181307078344752
74,2020-05-16,0.3575291461841858,0.09058397800372077,0.5568922092538113,0.5022001407675788
75,2020-05-17,0.3038380138842923,0.06143753148804135,0.0,-0.5291830572280096
76,2020-05-18,0.3512182497386622,0.09329612629900072,0.4914346762614103,0.6862241637675144
77,2020-05-19,0.3547335604851025,0.08096351447765351,0.5278959890320981,-0.05400198659596369
78,2020-05-20,0.343204989104039,0.07845247794492043,0.4083199750624048,-0.11511015352692283
79,2020-05-21,0.3687866824055026,0.09253486930143537,0.6736570072473966,0.6345715400991733
80,2020-05-22,0.3759941227807232,0.07173735556024098,0.7484136238745649,-0.2785282537001513
81,2020-05-23,0.3722290025977655,0.07197484752290506,0.7093612514067636,-0.2727486888431472
82,2020-05-24,0.37890368890020415,0.08235595157637468,0.7785920655434325,-0.020115869225580483
83,2020-05-25,0.37670160567454375,0.06666944020193341,0.7557517390319871,-0.4018601979671483
84,2020-05-26,0.36405415075026026,0.07797149265140471,0.6245705027175464,-0.12681533153781518
85,2020-05-27,0.37372318081059774,0.06933918858286361,0.7248590844812344,-0.3368896459266447
86,2020-05-28,0.35169184204479154,0.07958256606874994,0.49634684432992543,-0.08760851712400511
87,2020-05-29,0.3400318665824742,0.07935343376494854,0.37540788817630344,-0.09318464271495047
88,2020-05-30,0.3549888363668369,0.0491235789321317,0.5305437474916189,-0.8288533561493131
89,2020-06-01,0.3505156666021316,0.09279637624866788,0.4841473820970484,0.6523152455432707
90,2020-06-02,0.3606325692554893,0.07373795518962076,0.5890813633356091,-0.229841994252906
91,2020-06-03,0.3655578738961627,0.07730626331376977,0.640167337221805,-0.14300424192667416
92,2020-06-04,0.36670780737641706,0.07928101388888892,0.6520946140156128,-0.0949470407596152
93,2020-06-05,0.3665563631350211,0.08986792654430371,0.6505238123849322,0.4536147922207361
94,2020-06-06,0.3326595356421666,0.053156011595744686,0.2989410026994578,-0.7307207463151942
95,2020-06-07,0.3468713017385623,0.05113529748529408,0.4463475013110713,-0.7798965084243814
96,2020-06-08,0.3637987803759263,0.08148482557962958,0.6219217641670818,-0.04131544642530272
97,2020-06-09,0.3651745840885828,0.08449616866732279,0.6361917997618124,0.08913159016869437
98,2020-06-10,0.3674033825608855,0.04209087779335794,0.6593092206850558,-1.0
99,2020-06-11,0.3577224378472505,0.07389466383299391,0.55889705840978,-0.43101958970374693
100,2020-06-12,0.36924356545652204,0.06163391455685618,0.6783958644991245,-1.0
101,2020-06-13,0.36608184229677454,0.08996936918064513,0.6456020134466627,0.4604978531786326
102,2020-06-14,0.3370348112443532,0.0647074736776181,0.34432199564604954,-1.0
103,2020-06-15,0.3531531735934061,0.08485893936950545,0.5115039870404707,0.11374621915426514
104,2020-06-16,0.32994706979444777,0.07621267155050207,0.27080691362820436,-0.44130435765428205
105,2020-06-17,0.3395817774443017,0.07318894821190775,0.370739498373719,-0.6327543265454602
106,2020-06-18,0.3339318605013013,0.07671957951250759,0.3121377406213636,-0.4092089895635749
107,2020-06-19,0.3507404294902036,0.093233447014843,0.48647865536201784,0.6819712643041872
108,2020-06-20,0.35110899829276376,0.08386484513504545,0.4903015044234476,0.046295180217809644
109,2020-06-21,0.3631456985602254,0.06738874192170212,0.6151479048798958,-1.0
